TÍTULO,CLAVE DE REGIÓN HIDROLÓGICA,NOMBRE DE REGIÓN HIDROLÓGICA,ESTADO,NOMBRE DE ESTADO,MUNICIPIO(S),CLAVE DE CUENCA HIDROLÓGICA,NOMBRE DE CUENCA HIDROLÓGICA,VOLUMEN ANUAL EN m3 ,FUENTE,AFLUENTE,NÚMERO DE ANEXO
09TAM409201/26ATGC00,26,PÁNUCO,28,TAMAULIPAS,GONZALEZ,542,RÍO GUAYALEJO 4,24061000.00,PRESA DE ALACENAMIENTO RAMIRO CABALLERO,RIO TAMESI,1
09TAM409202/26ATDA15,26,PÁNUCO,28,TAMAULIPAS,GONZÁLEZ,542,RÍO GUAYALEJO 4,59602000.00,PRESA DE ALMACENAMIENTO RAMIRO CABALLERO,RIO TAMESI,1
09TAM409203/26ATGC00,26,PÁNUCO,28,TAMAULIPAS,GONZALEZ,542,RÍO GUAYALEJO 4,31977000.00,PRESA DE ALMACENAMIENTO RAMIRO CABALLERO,RIO TAMESI,1
09TAM409204/26ATGC00,26,PÁNUCO,28,TAMAULIPAS,MANTE,542,RÍO GUAYALEJO 4,59784000.00,PRESA DE ALMACENAMIENTO RAMIRO CABALLERO,RIO TAMESI,1
09TAM409205/26ATGC00,26,PÁNUCO,28,TAMAULIPAS,MANTE,542,RÍO GUAYALEJO 4,31265000.00,PRESA DE ALMACENAMIENTO RAMIRO CABALLERO,RIO TAMESI,1
09TAM409206/26ATGC00,26,PÁNUCO,28,TAMAULIPAS,MANTE,542,RÍO GUAYALEJO 4,38993000.00,PRESA DE ALMACENAMIENTO RAMIRO CABALLERO,RIO TAMESI,1
09VER409202/26ATOC12,26,PÁNUCO,30,VERACRUZ DE IGNACIO DE LA LLAVE,OZULUAMA,546,RÍO CHICAYÁN 2,17705000.00,PRESA PASO DE PIEDRAS (CHICAYAN),RIO PANUCO,1
09VER409204/26ATGC00,26,PÁNUCO,30,VERACRUZ DE IGNACIO DE LA LLAVE,PANUCO,543,RÍO TAMESÍ,1889000.00,LAGUNA LA TORTUGA,RIO PANUCO,1
13HGO411201/26ATDA16,26,PÁNUCO,13,HIDALGO,AJACUBA,559,RÍO SALADO,36363000.00,RIO SALADO (AGUAS RESIDUALES DE LA ZONA METROPOLITANA DE LA CIUDAD DE MEXICO),RIO SALADO,1
08ZAC403404/12ATGC20,12,LERMA-SANTIAGO,32,ZACATECAS,VILLANUEVA  Y  TABASCO,203,PRESA EL CHIQUE,19640000.00,PRESA JULIÁN ADAME ALATORRE,RÍO JUCHIPILA,1
06COA100296/24ATGC19,24,BRAVO-CONCHOS,5,COAHUILA DE ZARAGOZA,ACUÑA Y JIMÉNEZ,422,RÍO SAN DIEGO,25307000.00,MANANTIAL CABECERAS (PRESA DERIVADORA CABECERAS Y PRESA DE ALMACENAMIENTO CENTENARIO),RÍO SAN DIEGO,1
06COA100297/24ATGC20,24,BRAVO-CONCHOS,5,COAHUILA DE ZARAGOZA,JIMÉNEZ,422,RÍO SAN DIEGO,17735000.00,MANANTIAL CABECERAS (PRESA DERIVADORA CABECERAS Y PRESA DE ALMACENAMIENTO SAN MIGUEL),RÍO SAN DIEGO,1
06COA100298/24ATGC20,24,BRAVO-CONCHOS,5,COAHUILA DE ZARAGOZA,JIMÉNEZ,423,RÍO BRAVO 7,5396000.00,RÍO BRAVO,RÍO BRAVO,1
07COA401707/36ATDA12,36,NAZAS-AGUANAVAL,5,COAHUILA DE ZARAGOZA,MATAMOROS  Y  TORREON,740,CANAL SANTA ROSA,39732000.00,PRESAS DE ALMACENAMIENTO LAZARO CARDENAS Y FRANCISCO ZARCO,RIO NAZAS,1
07COA401708/36ATDA12,36,NAZAS-AGUANAVAL,5,COAHUILA DE ZARAGOZA,MATAMOROS  Y TORREON,740,CANAL SANTA ROSA,75245000.00,PRESAS DE ALMACENAMIENTO LAZARO CARDENAS Y FRANCISCO ZARCO,RIO NAZAS,1
07COA401709/36ATGC00,36,NAZAS-AGUANAVAL,5,COAHUILA DE ZARAGOZA,MATAMOROS Y SAN PEDRO,740,CANAL SANTA ROSA,55654000.00,PRESAS DE ALMACENAMIENTO LÁZARO CÁRDENAS Y FRANCISCO ZARCO,RÍO NAZAS,1
07COA401712/36ATDA12,36,NAZAS-AGUANAVAL,5,COAHUILA DE ZARAGOZA,"GOMEZ PALACIO, DURANGO,  MADERO Y MATAMOROS, COAHUILA DE ZARAGOZA",740,CANAL SANTA ROSA,55547000.00,PRESAS DE ALMACENAMIENTO LAZARO CARDENAS Y FRANCISCO ZARCO,RIO NAZAS,1
07COA401713/36ATDA12,36,NAZAS-AGUANAVAL,5,COAHUILA DE ZARAGOZA,"FRANCISCO I MADERO Y SAN PEDRO,",740,CANAL SANTA ROSA,86250000.00,PRESAS DE ALMACENAMIENTO LAZARO CARDENAS Y FRANCISCO ZARCO,RIO NAZAS,1
07COA401714/36ATDA12,36,NAZAS-AGUANAVAL,5,COAHUILA DE ZARAGOZA,FRANCISCO I MADERO  Y SAN PEDRO  COAHUILA,740,CANAL SANTA ROSA,78098000.00,PRESAS DE ALMACENAMIENTO LAZARO CARDENAS Y FRANCISCO ZARCO,RIO NAZAS,1
07COA401715/36ATGC00,36,NAZAS-AGUANAVAL,5,COAHUILA DE ZARAGOZA,"SAN PEDRO, COAHUILA",740,CANAL SANTA ROSA,60983000.00,PRESAS DE ALMACENAMIENTO LÁZARO CÁRDENAS Y FRANCISCO ZARCO,RÍO NAZAS,1
07COA401716/36ATDA12,36,NAZAS-AGUANAVAL,5,COAHUILA DE ZARAGOZA,SAN PEDRO,740,CANAL SANTA ROSA,60400000.00,PRESAS DE ALMACENAMIENTO LAZARO CARDENAS Y FRANCISCO ZARCO,RIO NAZAS,1
07COA401717/36ATGC00,36,NAZAS-AGUANAVAL,5,COAHUILA DE ZARAGOZA,SAN PEDRO,740,CANAL SANTA ROSA,69264000.00,PRESAS DE ALMACENAMIENTO LÁZARO CÁRDENAS Y FRANCISCO ZARCO,RÍO NAZAS,1
07DGO401703/36ATDA12,36,NAZAS-AGUANAVAL,10,DURANGO,LERDO,739,LOS ÁNGELES,71225000.00,PRESAS DE ALMACENAMIENTO LAZARO CARDENAS Y FRANCISCO ZARCO,RIO NAZAS,1
07DGO401704/36ATDA12,36,NAZAS-AGUANAVAL,10,DURANGO,LERDO Y GOMEZ PALACIO,740,CANAL SANTA ROSA,52565000.00,PRESAS DE ALMACENAMIENTO LAZARO CARDENAS Y FRANCISCO ZARCO,RIO NAZAS,1
07DGO401705/36ATDA12,36,NAZAS-AGUANAVAL,10,DURANGO,GOMEZ PALACIO Y MAPIMI,740,CANAL SANTA ROSA,49242000.00,PRESAS DE ALMACENAMIENTO LAZARO CARDENAS Y FRANCISCO ZARCO,RIO NAZAS,1
07DGO401706/36ATDA12,36,NAZAS-AGUANAVAL,10,DURANGO,TLAHUALILO,740,CANAL SANTA ROSA,43546000.00,PRESAS DE ALMACENAMIENTO LAZARO CARDENAS Y FRANCISCO ZARCO,RIO NAZAS,1
07DGO401710/36ATDA12,36,NAZAS-AGUANAVAL,10,DURANGO,GOMEZ PALACIO,740,CANAL SANTA ROSA,57071000.00,PRESAS DE ALMACENAMIENTO LAZARO CARDENAS Y FRANCISCO ZARCO,RÍO NAZAS,1
07DGO401711/36ATGC00,36,NAZAS-AGUANAVAL,10,DURANGO,GÓMEZ PALACIO Y TLAHUALILO,740,CANAL SANTA ROSA,54267000.00,PRESAS DE ALMACENAMIENTO LÁZARO CÁRDENAS Y FRANCISCO ZARCO,RÍO NAZAS,1
07ZAC403401/36ATGC20,36,NAZAS-AGUANAVAL,32,ZACATECAS,FRESNILLO,745,PRESA CAZADERO,23900000.00,PRESA LEOBARDO REYNOSO,RÍO LOS LAZOS,1
07ZAC403402/36ATGC20,36,NAZAS-AGUANAVAL,32,ZACATECAS,FRESNILLO,745,PRESA CAZADERO,1500000.00,PRESA DE ALMACENAMIENTO SANTA ROSA,RIOS CHICO Y EL ARENAL,1
08ZAC403403/12ATGC20,12,LERMA-SANTIAGO,32,ZACATECAS,"TLALTENANGO DE SANCHEZ ROMAN, TEPECHITLAN Y MOMAX",211,RÍO TLALTENANGO,39990000.00,PRESA MIGUEL ALEMÁN VALDÉS (EXCAME),RÍO TLALTENANGO,1
09VER409201/26ATOC13,26,PÁNUCO,30,VERACRUZ DE IGNACIO DE LA LLAVE,PÁNUCO,546,RÍO CHICAYÁN 2,22122000.00,PRESA PASO DE PIEDRAS (CHICAYAN),RÍO PÁNUCO,1
08COL405307/16ATDL21,16,ARMERÍA-COAHUAYANA,6,COLIMA,"TECOMÁN, LOCALIDAD CALLEJONES",263,COAHUAYANA 2,176212000.00,RÍO COAHUAYANA,RÍO COAHUAYANA,1
06CHI400901/24ATGC01,24,BRAVO-CONCHOS,8,CHIHUAHUA,GUADALUPE D.B. Y PRAXEDIS G. GUERRERO,415,RÍO BRAVO 1,6765000.00,RÍO BRAVO (DERIVADORA INTERNACIONAL),RÍO BRAVO,1
06CHI400901/24ATGC01,24,BRAVO-CONCHOS,8,CHIHUAHUA,GUADALUPE D.B. Y PRAXEDIS G. GUERRERO,415,RÍO BRAVO 1,35858000.00,AGUAS RESIDUALES DE CIUDAD JUÁREZ  (CANAL PRINCIPAL),NO APLICA,2
02SON404101/09ATGC00,9,SONORA SUR,26,SONORA,CAJEME,105,RÍO YAQUI 3,67758000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404102/09ATGC00,9,SONORA SUR,26,SONORA,CAJEME,105,RÍO YAQUI 3,76397000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404103/09ATGC00,9,SONORA SUR,26,SONORA,"BENITO JUÁREZ, CAJEME Y NAVOJOA",105,RÍO YAQUI 3,89198000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404134/09ATGC00,9,SONORA SUR,26,SONORA,ETCHOJOA Y BENITO JUÁREZ,105,RÍO YAQUI 3,79488000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
02SON404136/09ATGC00,9,SONORA SUR,26,SONORA,CAJEME,105,RÍO YAQUI 3,97451000.00,PRESA DE ALMACENAMIENTO ÁLVARO OBREGÓN (OVIACHIC),RÍO YAQUI,1
07ZAC403406/36ATGC21,36,NAZAS-AGUANAVAL,32,ZACATECAS,"RÍO GRANDE, SAIN ALTO Y FRANCISCO R. MURGUIA",746,SAN FRANCISCO,18100000.00,PRESA EL CAZADERO,RIO AGUANAVAL,1
13HGO400301/26ATDL21,26,PÁNUCO,13,HIDALGO,"EL ARENAL, ACTOPAN, SAN SALVADOR, IXMIQUILPAN Y SANTIAGO DE ANAYA",562,RÍO TULA,157291850.00,"EMISOR PROFUNDO, PRESA ENDHÓ, SIST. DE PRESAS TAXHIMAY-REQUENA, C. XOTHO (AGUAS DE RETORNO)",RÍO TULA,1
13HGO400304/26ATDL21,26,PÁNUCO,13,HIDALGO,"MIXQUIAHUALA, PROGRESO Y CHILCUAUTLA",558,PRESA ENDHÓ,62247692.00,PRESA ENDHÓ  (SUBCUENCAS VALLE DE MÉXICO Y VALLE DE TULA),RÍO TULA,1
13HGO400305/26ATDL21,26,PÁNUCO,13,HIDALGO,FRANCISCO I. MADERO,558,PRESA ENDHÓ,94857361.00,"EMISOR CENTRAL, PRESA ENDHÓ, Y SISTEMA DE PRESAS TAXHIMAY-REQUENA (SUBCUENCAS V. MÉXICO Y V. TULA)",RÍO TULA,1
13HGO410002/26ATDL21,26,PÁNUCO,13,HIDALGO,IXMIQUILPAN Y TASQUILLO,562,RÍO TULA,40700000.00,RÍO TULA,RÍO TULA,1
13HGO410004/26ATDL21,26,PÁNUCO,13,HIDALGO,"IXMIQUILPAN, CARDONAL Y TASQUILLO",562,RÍO TULA,75900000.00,RÍO TULA,RÍO TULA,1
