,TÍTULO,NÚMERO DE ANEXO,LONGITUD,LATITUD,TIPO
11007,828214,4580,-99.183334,-99.183334,SUBTERRÁNEO
11184,828466,4581,-99.16133366666668,-99.16133366666668,SUBTERRÁNEO
11932,830500,4582,-99.20552783333333,-99.20552783333333,SUBTERRÁNEO
12163,831800,4583,-99.17801391666667,-99.17801391666667,SUBTERRÁNEO
13857,834260,4584,-98.87619441666666,-98.87619441666666,SUBTERRÁNEO
15739,838230,4585,-99.20427830555556,-99.20427830555556,SUBTERRÁNEO
15740,838231,4586,-98.81361113888889,-98.81361113888889,SUBTERRÁNEO
15741,838231,4587,-98.80805608333333,-98.80805608333333,SUBTERRÁNEO
15742,838231,4588,-98.80916730555555,-98.80916730555555,SUBTERRÁNEO
15743,838231,4589,-98.80111130555555,-98.80111130555555,SUBTERRÁNEO
15744,838231,4590,-98.799139,-98.799139,SUBTERRÁNEO
15865,838422,4591,-99.055892,-99.055892,SUBTERRÁNEO
15866,838422,4592,-99.0563335,-99.0563335,SUBTERRÁNEO
16036,838690,4593,-99.18113116666667,-99.18113116666667,SUBTERRÁNEO
16237,838988,4594,-99.21805580555555,-99.21805580555555,SUBTERRÁNEO
17019,840117,4595,-99.26880605555556,-99.26880605555556,SUBTERRÁNEO
17314,840560,4596,-98.83525013888888,-98.83525013888888,SUBTERRÁNEO
17580,841154,4597,-98.87769508333332,-98.87769508333332,SUBTERRÁNEO
17581,841154,4598,-98.85717336111111,-98.85717336111111,SUBTERRÁNEO
17912,842027,4599,-99.08736127777777,-99.08736127777777,SUBTERRÁNEO
17913,842028,4600,-99.08772255555554,-99.08772255555554,SUBTERRÁNEO
17914,842028,4601,-99.08708380555555,-99.08708380555555,SUBTERRÁNEO
20150,04MOR100700,4602,-98.97694491666667,-98.97694491666667,SUBTERRÁNEO
20151,04MOR102353,4603,-98.73345380555556,-98.73345380555556,SUBTERRÁNEO
20152,04MOR102517,4604,-98.78063922222222,-98.78063922222222,SUBTERRÁNEO
20153,04MOR102743,4605,-99.17611647222223,-99.17611647222223,SUBTERRÁNEO
20154,04MOR102744,4606,-99.19920516666667,-99.19920516666667,SUBTERRÁNEO
20155,04MOR102745,4607,-99.32113966666667,-99.32113966666667,SUBTERRÁNEO
20156,04MOR102747,4608,-99.11694474999999,-99.11694474999999,SUBTERRÁNEO
20157,04MOR102748,4609,-98.99827116666667,-98.99827116666667,SUBTERRÁNEO
20158,04MOR102749,4610,-99.16231091666667,-99.16231091666667,SUBTERRÁNEO
20159,04MOR102750,4611,-98.77667988888889,-98.77667988888889,SUBTERRÁNEO
20160,04MOR103395,4612,-98.95074966666667,-98.95074966666667,SUBTERRÁNEO
20161,04MOR104351,4613,-99.19075266666667,-99.19075266666667,SUBTERRÁNEO
20162,04MOR104557,4614,-99.26486233333334,-99.26486233333334,SUBTERRÁNEO
20163,04MOR155471,4615,-98.87080616666665,-98.87080616666665,SUBTERRÁNEO
24682,A5MOR100583,4616,-99.19806491666667,-99.19806491666667,SUBTERRÁNEO
34572,MOR100622,4617,-98.93136161111111,-98.93136161111111,SUBTERRÁNEO
34573,MOR100727,4618,-99.17922402777778,-99.17922402777778,SUBTERRÁNEO
34574,MOR100852,4619,-98.96083333333334,-98.96083333333334,SUBTERRÁNEO
34575,MOR100853,4620,-98.94944444444445,-98.94944444444445,SUBTERRÁNEO
34576,MOR100988,4621,-99.16969461111111,-99.16969461111111,SUBTERRÁNEO
34577,MOR100988,4622,-99.169584,-99.169584,SUBTERRÁNEO
34578,MOR100997,4623,-99.19916711111111,-99.19916711111111,SUBTERRÁNEO
34579,MOR101004,4624,-98.78775033333334,-98.78775033333334,SUBTERRÁNEO
34580,MOR101058,4625,-98.79741666666666,-98.79741666666666,SUBTERRÁNEO
34581,MOR101059,4626,-98.78158363888889,-98.78158363888889,SUBTERRÁNEO
34582,MOR101062,4627,-98.78358333333333,-98.78358333333333,SUBTERRÁNEO
34583,MOR101096,4628,-99.17719444444445,-99.17719444444445,SUBTERRÁNEO
34584,MOR101109,4629,-98.79741666666666,-98.79741666666666,SUBTERRÁNEO
34585,MOR101110,4630,-98.78994444444444,-98.78994444444444,SUBTERRÁNEO
34586,MOR101170,4631,-99.22333333333333,-99.22333333333333,SUBTERRÁNEO
34587,MOR101204,4632,-98.79808369444444,-98.79808369444444,SUBTERRÁNEO
34588,MOR101205,4633,-98.7966668888889,-98.7966668888889,SUBTERRÁNEO
34589,MOR101205,4634,-98.79836091666667,-98.79836091666667,SUBTERRÁNEO
34590,MOR101205,4635,-98.7978615,-98.7978615,SUBTERRÁNEO
34591,MOR101265,4636,-98.96402777777779,-98.96402777777779,SUBTERRÁNEO
34592,MOR101265,4637,-98.96388888888889,-98.96388888888889,SUBTERRÁNEO
34593,MOR101367,4638,-99.19277777777778,-99.19277777777778,SUBTERRÁNEO
34594,MOR101439,4639,-99.22216388888889,-99.22216388888889,SUBTERRÁNEO
34595,MOR101439,4640,-99.22222255555556,-99.22222255555556,SUBTERRÁNEO
34596,MOR101469,4641,-99.18922222222223,-99.18922222222223,SUBTERRÁNEO
34597,MOR101469,4642,-99.18747222222223,-99.18747222222223,SUBTERRÁNEO
34598,MOR101501,4643,-99.17222255555556,-99.17222255555556,SUBTERRÁNEO
34599,MOR101501,4644,-99.17177805555556,-99.17177805555556,SUBTERRÁNEO
34600,MOR101501,4645,-99.15691666666667,-99.15691666666667,SUBTERRÁNEO
34601,MOR101867,4646,-98.99363933333333,-98.99363933333333,SUBTERRÁNEO
34602,MOR101887,4647,-98.7939725,-98.7939725,SUBTERRÁNEO
34603,MOR101914,4648,-98.75722238888889,-98.75722238888889,SUBTERRÁNEO
34604,MOR101914,4649,-98.75805588888889,-98.75805588888889,SUBTERRÁNEO
34605,MOR101914,4650,-98.75138955555556,-98.75138955555556,SUBTERRÁNEO
34606,MOR101914,4651,-98.74583380555556,-98.74583380555556,SUBTERRÁNEO
34607,MOR101919,4652,-99.30938888888889,-99.30938888888889,SUBTERRÁNEO
34608,MOR101919,4653,-99.31208375,-99.31208375,SUBTERRÁNEO
34609,MOR101958,4654,-98.97338902777778,-98.97338902777778,SUBTERRÁNEO
34610,MOR101958,4655,-98.97191702777778,-98.97191702777778,SUBTERRÁNEO
34611,MOR101959,4656,-98.9465005,-98.9465005,SUBTERRÁNEO
34612,MOR101959,4657,-98.94688933333333,-98.94688933333333,SUBTERRÁNEO
34613,MOR101959,4658,-98.9470833888889,-98.9470833888889,SUBTERRÁNEO
34614,MOR101991,4659,-99.40891716666667,-99.40891716666667,SUBTERRÁNEO
34615,MOR101991,4660,-99.39052777777779,-99.39052777777779,SUBTERRÁNEO
34616,MOR102002,4661,-98.86627847222222,-98.86627847222222,SUBTERRÁNEO
34617,MOR102002,4662,-98.86077866666666,-98.86077866666666,SUBTERRÁNEO
34618,MOR102054,4663,-99.18105555555556,-99.18105555555556,SUBTERRÁNEO
34619,MOR102054,4664,-99.17500000000001,-99.17500000000001,SUBTERRÁNEO
34620,MOR102054,4665,-99.17188888888889,-99.17188888888889,SUBTERRÁNEO
34621,MOR102057,4666,-99.19525,-99.19525,SUBTERRÁNEO
34622,MOR102057,4667,-99.18527819444445,-99.18527819444445,SUBTERRÁNEO
541,811102,4668,-105.25724683333334,-105.25724683333334,SUBTERRÁNEO
547,811108,4669,-105.30774425,-105.30774425,SUBTERRÁNEO
553,811118,4670,-105.24545247222223,-105.24545247222223,SUBTERRÁNEO
645,811266,4671,-105.24267469444445,-105.24267469444445,SUBTERRÁNEO
662,811321,4672,-105.10132255555556,-105.10132255555556,SUBTERRÁNEO
798,811536,4673,-105.26881091666667,-105.26881091666667,SUBTERRÁNEO
803,811545,4674,-105.31110774999999,-105.31110774999999,SUBTERRÁNEO
805,811553,4675,-104.8616733611111,-104.8616733611111,SUBTERRÁNEO
900,811713,4676,-105.17045555555556,-105.17045555555556,SUBTERRÁNEO
905,811724,4677,-105.157993,-105.157993,SUBTERRÁNEO
1014,811908,4678,-105.27006225,-105.27006225,SUBTERRÁNEO
1058,811986,4679,-105.21978744444445,-105.21978744444445,SUBTERRÁNEO
1062,811992,4680,-105.17209702777778,-105.17209702777778,SUBTERRÁNEO
1121,812068,4681,-105.24500013888888,-105.24500013888888,SUBTERRÁNEO
1241,812234,4682,-105.17018466666667,-105.17018466666667,SUBTERRÁNEO
1247,812247,4683,-104.95197077777777,-104.95197077777777,SUBTERRÁNEO
1250,812251,4684,-105.24997355555556,-105.24997355555556,SUBTERRÁNEO
1265,812269,4685,-105.46088916666668,-105.46088916666668,SUBTERRÁNEO
1271,812276,4686,-105.2087808888889,-105.2087808888889,SUBTERRÁNEO
1274,812281,4687,-105.26762533333333,-105.26762533333333,SUBTERRÁNEO
1309,812331,4688,-105.00461588888889,-105.00461588888889,SUBTERRÁNEO
1319,812346,4689,-105.26611127777778,-105.26611127777778,SUBTERRÁNEO
1324,812356,4690,-105.46441719444445,-105.46441719444445,SUBTERRÁNEO
2668,814316,4691,-105.26594477777778,-105.26594477777778,SUBTERRÁNEO
2876,814621,4692,-105.33333533333332,-105.33333533333332,SUBTERRÁNEO
4035,816359,4693,-104.82083355555555,-104.82083355555555,SUBTERRÁNEO
4079,816422,4694,-104.79611127777778,-104.79611127777778,SUBTERRÁNEO
4091,816448,4695,-104.74750002777778,-104.74750002777778,SUBTERRÁNEO
4115,816489,4696,-104.43991700000001,-104.43991700000001,SUBTERRÁNEO
4150,816548,4697,-104.72305566666667,-104.72305566666667,SUBTERRÁNEO
4154,816556,4698,-104.74388902777778,-104.74388902777778,SUBTERRÁNEO
4229,816669,4699,-105.04666683333333,-105.04666683333333,SUBTERRÁNEO
4237,816684,4700,-105.25555572222223,-105.25555572222223,SUBTERRÁNEO
4245,816703,4701,-105.44333366666667,-105.44333366666667,SUBTERRÁNEO
4246,816704,4702,-105.45166716666667,-105.45166716666667,SUBTERRÁNEO
4249,816708,4703,-105.15861111111111,-105.15861111111111,SUBTERRÁNEO
4253,816713,4704,-105.37166683333332,-105.37166683333332,SUBTERRÁNEO
4257,816721,4705,-105.26888891666667,-105.26888891666667,SUBTERRÁNEO
4261,816723,4706,-105.20611127777778,-105.20611127777778,SUBTERRÁNEO
4426,816961,4707,-105.5633335,-105.5633335,SUBTERRÁNEO
4432,816967,4708,-105.5583335,-105.5583335,SUBTERRÁNEO
4569,817170,4709,-105.19333341666668,-105.19333341666668,SUBTERRÁNEO
4605,817206,4710,-105.57083349999999,-105.57083349999999,SUBTERRÁNEO
4628,817247,4711,-105.6000001111111,-105.6000001111111,SUBTERRÁNEO
4631,817250,4712,-105.47666683333334,-105.47666683333334,SUBTERRÁNEO
4658,817289,4713,-105.57361127777777,-105.57361127777777,SUBTERRÁNEO
4676,817311,4714,-105.3750001111111,-105.3750001111111,SUBTERRÁNEO
4810,817503,4715,-105.37444494444443,-105.37444494444443,SUBTERRÁNEO
4903,817611,4716,-105.43111161111112,-105.43111161111112,SUBTERRÁNEO
4924,817638,4717,-105.39527794444444,-105.39527794444444,SUBTERRÁNEO
4934,817652,4718,-105.37888905555555,-105.37888905555555,SUBTERRÁNEO
4937,817658,4719,-105.37222255555555,-105.37222255555555,SUBTERRÁNEO
4946,817666,4720,-105.383334,-105.383334,SUBTERRÁNEO
4950,817670,4721,-105.38361161111112,-105.38361161111112,SUBTERRÁNEO
4952,817672,4722,-105.39472255555556,-105.39472255555556,SUBTERRÁNEO
5169,818005,4723,-105.281167,-105.281167,SUBTERRÁNEO
5179,818018,4724,-105.23893644444445,-105.23893644444445,SUBTERRÁNEO
5544,818602,4725,-104.88658383333333,-104.88658383333333,SUBTERRÁNEO
5701,818841,4726,-104.82596697222222,-104.82596697222222,SUBTERRÁNEO
5702,818842,4727,-104.83467547222222,-104.83467547222222,SUBTERRÁNEO
5712,818873,4728,-105.44166752777778,-105.44166752777778,SUBTERRÁNEO
5831,819058,4729,-105.29714197222222,-105.29714197222222,SUBTERRÁNEO
5880,819135,4730,-104.46850033333334,-104.46850033333334,SUBTERRÁNEO
5905,819166,4731,-104.66405605555556,-104.66405605555556,SUBTERRÁNEO
5983,819280,4732,-105.41668088888889,-105.41668088888889,SUBTERRÁNEO
6035,819364,4733,-104.90144494444445,-104.90144494444445,SUBTERRÁNEO
6087,819431,4734,-105.31963919444443,-105.31963919444443,SUBTERRÁNEO
6088,819431,4735,-105.3185835,-105.3185835,SUBTERRÁNEO
6089,819431,4736,-105.31755588888889,-105.31755588888889,SUBTERRÁNEO
6090,819431,4737,-105.31647255555555,-105.31647255555555,SUBTERRÁNEO
6091,819431,4738,-105.3155835,-105.3155835,SUBTERRÁNEO
6092,819431,4739,-105.31472255555555,-105.31472255555555,SUBTERRÁNEO
6093,819431,4740,-105.31138905555555,-105.31138905555555,SUBTERRÁNEO
6094,819431,4741,-105.30969494444444,-105.30969494444444,SUBTERRÁNEO
6095,819431,4742,-105.30822255555556,-105.30822255555556,SUBTERRÁNEO
7049,821607,4743,-104.4265573888889,-104.4265573888889,SUBTERRÁNEO
7574,822238,4744,-104.86283366666666,-104.86283366666666,SUBTERRÁNEO
8056,822858,4745,-105.26612827777778,-105.26612827777778,SUBTERRÁNEO
8468,823372,4746,-104.38116699999999,-104.38116699999999,SUBTERRÁNEO
8475,823383,4747,-104.39486177777779,-104.39486177777779,SUBTERRÁNEO
8487,823399,4748,-104.41452811111111,-104.41452811111111,SUBTERRÁNEO
8706,823737,4749,-105.13277811111111,-105.13277811111111,SUBTERRÁNEO
8769,823832,4750,-104.84649216666666,-104.84649216666666,SUBTERRÁNEO
9408,824752,4751,-105.405167,-105.405167,SUBTERRÁNEO
10172,826028,4752,-104.38694494444445,-104.38694494444445,SUBTERRÁNEO
10811,827941,4753,-105.49491716666667,-105.49491716666667,SUBTERRÁNEO
11096,828331,4754,-105.30638938888889,-105.30638938888889,SUBTERRÁNEO
11774,830296,4755,-104.92033466666668,-104.92033466666668,SUBTERRÁNEO
12012,831580,4756,-105.18861402777779,-105.18861402777779,SUBTERRÁNEO
12176,831817,4757,-104.87925688888888,-104.87925688888888,SUBTERRÁNEO
12202,831859,4758,-104.90727977777779,-104.90727977777779,SUBTERRÁNEO
12219,831889,4759,-105.2696951111111,-105.2696951111111,SUBTERRÁNEO
12332,832031,4760,-105.15457911111112,-105.15457911111112,SUBTERRÁNEO
12360,832068,4761,-105.11971241666666,-105.11971241666666,SUBTERRÁNEO
12369,832080,4762,-104.91447077777778,-104.91447077777778,SUBTERRÁNEO
12370,832083,4763,-104.92063255555556,-104.92063255555556,SUBTERRÁNEO
12392,832130,4764,-104.8036505,-104.8036505,SUBTERRÁNEO
12570,832366,4765,-104.90219022222223,-104.90219022222223,SUBTERRÁNEO
12630,832462,4766,-105.32897238888889,-105.32897238888889,SUBTERRÁNEO
12673,832514,4767,-105.137945,-105.137945,SUBTERRÁNEO
34,810151,4768,-99.6261438611111,-99.6261438611111,SUBTERRÁNEO
130,810334,4769,-100.25205686111111,-100.25205686111111,SUBTERRÁNEO
135,810342,4770,-100.12921972222222,-100.12921972222222,SUBTERRÁNEO
194,810477,4771,-100.04111177777777,-100.04111177777777,SUBTERRÁNEO
311,810727,4772,-100.22338988888889,-100.22338988888889,SUBTERRÁNEO
427,810910,4773,-100.72333375000001,-100.72333375000001,SUBTERRÁNEO
428,810911,4774,-100.29752819444444,-100.29752819444444,SUBTERRÁNEO
455,810953,4775,-100.07305622222222,-100.07305622222222,SUBTERRÁNEO
460,810961,4776,-99.78194477777778,-99.78194477777778,SUBTERRÁNEO
461,810961,4777,-99.76388888888889,-99.76388888888889,SUBTERRÁNEO
462,810961,4778,-99.76527819444445,-99.76527819444445,SUBTERRÁNEO
470,810978,4779,-100.1069446111111,-100.1069446111111,SUBTERRÁNEO
475,810989,4780,-100.22583341666667,-100.22583341666667,SUBTERRÁNEO
477,810991,4781,-99.92429719444445,-99.92429719444445,SUBTERRÁNEO
478,810991,4782,-99.95141683333334,-99.95141683333334,SUBTERRÁNEO
479,810992,4783,-100.05301386111111,-100.05301386111111,SUBTERRÁNEO
520,811071,4784,-100.05301422222222,-100.05301422222222,SUBTERRÁNEO
521,811071,4785,-100.22583366666667,-100.22583366666667,SUBTERRÁNEO
529,811084,4786,-100.04694461111112,-100.04694461111112,SUBTERRÁNEO
530,811084,4787,-100.04694494444445,-100.04694494444445,SUBTERRÁNEO
570,811141,4788,-99.76805622222223,-99.76805622222223,SUBTERRÁNEO
571,811142,4789,-99.76827827777778,-99.76827827777778,SUBTERRÁNEO
572,811143,4790,-99.77500033333334,-99.77500033333334,SUBTERRÁNEO
609,811201,4791,-100.18666675,-100.18666675,SUBTERRÁNEO
678,811345,4792,-99.76805588888888,-99.76805588888888,SUBTERRÁNEO
698,811369,4793,-99.8500005,-99.8500005,SUBTERRÁNEO
851,811631,4794,-100.28432794444444,-100.28432794444444,SUBTERRÁNEO
896,811700,4795,-100.14266675,-100.14266675,SUBTERRÁNEO
1073,812002,4796,-100.69700025,-100.69700025,SUBTERRÁNEO
1100,812038,4797,-100.47916675,-100.47916675,SUBTERRÁNEO
1127,812075,4798,-100.67900025,-100.67900025,SUBTERRÁNEO
1128,812075,4799,-100.67791691666667,-100.67791691666667,SUBTERRÁNEO
1132,812092,4800,-100.68500066666667,-100.68500066666667,SUBTERRÁNEO
1133,812092,4801,-100.68450066666666,-100.68450066666666,SUBTERRÁNEO
1134,812092,4802,-100.68444477777778,-100.68444477777778,SUBTERRÁNEO
1136,812094,4803,-100.66811119444445,-100.66811119444445,SUBTERRÁNEO
1137,812094,4804,-100.67591691666667,-100.67591691666667,SUBTERRÁNEO
1152,812108,4805,-100.66083375000001,-100.66083375000001,SUBTERRÁNEO
1489,812592,4806,-99.76777786111111,-99.76777786111111,SUBTERRÁNEO
1512,812630,4807,-100.15747255555556,-100.15747255555556,SUBTERRÁNEO
1558,812700,4808,-99.75972275,-99.75972275,SUBTERRÁNEO
1645,812833,4809,-99.5994766111111,-99.5994766111111,SUBTERRÁNEO
1678,812887,4810,-100.15334405555556,-100.15334405555556,SUBTERRÁNEO
1679,812887,4811,-100.15473294444445,-100.15473294444445,SUBTERRÁNEO
1693,812905,4812,-99.72000033333333,-99.72000033333333,SUBTERRÁNEO
1732,812957,4813,-99.531945,-99.531945,SUBTERRÁNEO
1733,812957,4814,-99.53277827777778,-99.53277827777778,SUBTERRÁNEO
1745,812972,4815,-100.41694477777779,-100.41694477777779,SUBTERRÁNEO
1746,812972,4816,-100.42027911111111,-100.42027911111111,SUBTERRÁNEO
1747,812972,4817,-100.58195783333333,-100.58195783333333,SUBTERRÁNEO
1748,812972,4818,-100.41167469444446,-100.41167469444446,SUBTERRÁNEO
1749,812972,4819,-100.40834136111111,-100.40834136111111,SUBTERRÁNEO
1750,812972,4820,-100.41666933333333,-100.41666933333333,SUBTERRÁNEO
1763,812982,4821,-99.64751072222222,-99.64751072222222,SUBTERRÁNEO
1765,812984,4822,-99.77000133333333,-99.77000133333333,SUBTERRÁNEO
1766,812984,4823,-99.76944477777778,-99.76944477777778,SUBTERRÁNEO
1767,812984,4824,-99.76888941666667,-99.76888941666667,SUBTERRÁNEO
1770,812987,4825,-100.14028850000001,-100.14028850000001,SUBTERRÁNEO
1773,812990,4826,-100.28105688888888,-100.28105688888888,SUBTERRÁNEO
1788,813008,4827,-99.80833383333334,-99.80833383333334,SUBTERRÁNEO
1797,813016,4828,-99.58500008333333,-99.58500008333333,SUBTERRÁNEO
1804,813024,4829,-100.12250016666665,-100.12250016666665,SUBTERRÁNEO
1812,813036,4830,-99.81666691666666,-99.81666691666666,SUBTERRÁNEO
1840,813061,4831,-99.65057163888889,-99.65057163888889,SUBTERRÁNEO
1841,813062,4832,-99.64668275000001,-99.64668275000001,SUBTERRÁNEO
1842,813063,4833,-99.64779386111111,-99.64779386111111,SUBTERRÁNEO
1843,813064,4834,-99.65252680555557,-99.65252680555557,SUBTERRÁNEO
1844,813066,4835,-99.6527885,-99.6527885,SUBTERRÁNEO
1845,813067,4836,-99.72501608333333,-99.72501608333333,SUBTERRÁNEO
1846,813067,4837,-99.72501608333333,-99.72501608333333,SUBTERRÁNEO
1848,813069,4838,-99.49389961111112,-99.49389961111112,SUBTERRÁNEO
1849,813069,4839,-99.49419080555556,-99.49419080555556,SUBTERRÁNEO
1850,813070,4840,-100.06862719444445,-100.06862719444445,SUBTERRÁNEO
1851,813072,4841,-100.52362183333334,-100.52362183333334,SUBTERRÁNEO
1852,813074,4842,-100.54917202777777,-100.54917202777777,SUBTERRÁNEO
1853,813075,4843,-100.20447661111112,-100.20447661111112,SUBTERRÁNEO
1854,813076,4844,-100.21083380555555,-100.21083380555555,SUBTERRÁNEO
1855,813077,4845,-100.18583397222223,-100.18583397222223,SUBTERRÁNEO
1858,813079,4846,-99.90779386111112,-99.90779386111112,SUBTERRÁNEO
1859,813079,4847,-99.90917738888889,-99.90917738888889,SUBTERRÁNEO
1865,813090,4848,-99.80355688888889,-99.80355688888889,SUBTERRÁNEO
1884,813109,4849,-100.69666733333334,-100.69666733333334,SUBTERRÁNEO
1923,813144,4850,-100.00138919444444,-100.00138919444444,SUBTERRÁNEO
1929,813152,4851,-100.00166722222222,-100.00166722222222,SUBTERRÁNEO
1930,813152,4852,-100.0030558888889,-100.0030558888889,SUBTERRÁNEO
1931,813152,4853,-100.00083358333333,-100.00083358333333,SUBTERRÁNEO
1940,813155,4854,-100.00166691666666,-100.00166691666666,SUBTERRÁNEO
1941,813155,4855,-100.0030558888889,-100.0030558888889,SUBTERRÁNEO
1942,813155,4856,-100.00083372222223,-100.00083372222223,SUBTERRÁNEO
1976,813206,4857,-100.01277811111112,-100.01277811111112,SUBTERRÁNEO
1979,813214,4858,-100.00111147222222,-100.00111147222222,SUBTERRÁNEO
1988,813231,4859,-99.81944475,-99.81944475,SUBTERRÁNEO
1989,813231,4860,-99.75138922222222,-99.75138922222222,SUBTERRÁNEO
1990,813231,4861,-99.75027816666666,-99.75027816666666,SUBTERRÁNEO
2043,813300,4862,-99.80833366666667,-99.80833366666667,SUBTERRÁNEO
2067,813339,4863,-100.0072543888889,-100.0072543888889,SUBTERRÁNEO
2068,813339,4864,-100.00723561111111,-100.00723561111111,SUBTERRÁNEO
2069,813339,4865,-100.01030727777778,-100.01030727777778,SUBTERRÁNEO
2070,813340,4866,-99.44195516666667,-99.44195516666667,SUBTERRÁNEO
2074,813344,4867,-99.97582794444445,-99.97582794444445,SUBTERRÁNEO
441,810930,4868,-96.3214446111111,-96.3214446111111,SUBTERRÁNEO
486,811005,4869,-96.68715361111111,-96.68715361111111,SUBTERRÁNEO
510,811049,4870,-96.67252066666667,-96.67252066666667,SUBTERRÁNEO
612,811211,4871,-94.94772255555556,-94.94772255555556,SUBTERRÁNEO
613,811212,4872,-94.78336144444444,-94.78336144444444,SUBTERRÁNEO
614,811213,4873,-94.96244477777778,-94.96244477777778,SUBTERRÁNEO
639,811255,4874,-96.44833383333334,-96.44833383333334,SUBTERRÁNEO
680,811348,4875,-96.44375033333334,-96.44375033333334,SUBTERRÁNEO
726,811414,4876,-96.81558377777777,-96.81558377777777,SUBTERRÁNEO
740,811437,4877,-98.35272222222221,-98.35272222222221,SUBTERRÁNEO
796,811533,4878,-96.8002505,-96.8002505,SUBTERRÁNEO
843,811618,4879,-96.76569494444445,-96.76569494444445,SUBTERRÁNEO
860,811647,4880,-96.69777797222223,-96.69777797222223,SUBTERRÁNEO
921,811753,4881,-96.716167,-96.716167,SUBTERRÁNEO
989,811856,4882,-96.67833366666667,-96.67833366666667,SUBTERRÁNEO
1021,811920,4883,-96.71377811111111,-96.71377811111111,SUBTERRÁNEO
1105,812046,4884,-96.75215133333333,-96.75215133333333,SUBTERRÁNEO
1246,812246,4885,-96.72119494444445,-96.72119494444445,SUBTERRÁNEO
1280,812290,4886,-96.84750016666666,-96.84750016666666,SUBTERRÁNEO
1310,812332,4887,-96.72133383333333,-96.72133383333333,SUBTERRÁNEO
1311,812333,4888,-96.80313922222221,-96.80313922222221,SUBTERRÁNEO
1334,812375,4889,-95.93730563888889,-95.93730563888889,SUBTERRÁNEO
1336,812380,4890,-95.75275036111111,-95.75275036111111,SUBTERRÁNEO
1349,812402,4891,-96.77777827777777,-96.77777827777777,SUBTERRÁNEO
1359,812415,4892,-96.81733330555555,-96.81733330555555,SUBTERRÁNEO
1447,812527,4893,-96.80241716666666,-96.80241716666666,SUBTERRÁNEO
1477,812574,4894,-96.74266680555556,-96.74266680555556,SUBTERRÁNEO
1581,812730,4895,-96.64572272222223,-96.64572272222223,SUBTERRÁNEO
1582,812731,4896,-96.75736144444444,-96.75736144444444,SUBTERRÁNEO
1660,812858,4897,-96.45261155555556,-96.45261155555556,SUBTERRÁNEO
1690,812901,4898,-96.82070883333333,-96.82070883333333,SUBTERRÁNEO
1743,812970,4899,-96.7282505,-96.7282505,SUBTERRÁNEO
1881,813104,4900,-96.76211161111111,-96.76211161111111,SUBTERRÁNEO
1907,813129,4901,-97.69966716666667,-97.69966716666667,SUBTERRÁNEO
1994,813235,4902,-96.7870005,-96.7870005,SUBTERRÁNEO
1995,813237,4903,-96.80055608333333,-96.80055608333333,SUBTERRÁNEO
1996,813238,4904,-96.46647241666668,-96.46647241666668,SUBTERRÁNEO
1997,813239,4905,-96.83216716666666,-96.83216716666666,SUBTERRÁNEO
1998,813240,4906,-96.740167,-96.740167,SUBTERRÁNEO
1999,813241,4907,-96.76952811111111,-96.76952811111111,SUBTERRÁNEO
2000,813242,4908,-96.78877794444445,-96.78877794444445,SUBTERRÁNEO
2001,813243,4909,-96.84125025,-96.84125025,SUBTERRÁNEO
2002,813244,4910,-96.48463891666667,-96.48463891666667,SUBTERRÁNEO
2035,813288,4911,-96.72900033333333,-96.72900033333333,SUBTERRÁNEO
2038,813292,4912,-96.7296408888889,-96.7296408888889,SUBTERRÁNEO
2042,813299,4913,-96.85055688888889,-96.85055688888889,SUBTERRÁNEO
2077,813349,4914,-96.76105588888889,-96.76105588888889,SUBTERRÁNEO
2078,813350,4915,-96.74544477777778,-96.74544477777778,SUBTERRÁNEO
2079,813351,4916,-96.76950033333333,-96.76950033333333,SUBTERRÁNEO
2080,813352,4917,-96.4025005,-96.4025005,SUBTERRÁNEO
2081,813352,4918,-96.40222272222223,-96.40222272222223,SUBTERRÁNEO
2082,813353,4919,-96.75566716666667,-96.75566716666667,SUBTERRÁNEO
2100,813372,4920,-96.8154451111111,-96.8154451111111,SUBTERRÁNEO
2267,813637,4921,-94.336945,-94.336945,SUBTERRÁNEO
2379,813829,4922,-96.78022277777778,-96.78022277777778,SUBTERRÁNEO
2467,813978,4923,-94.228268,-94.228268,SUBTERRÁNEO
2468,813978,4924,-94.22849755555556,-94.22849755555556,SUBTERRÁNEO
2469,813979,4925,-94.143843,-94.143843,SUBTERRÁNEO
2470,813979,4926,-94.144159,-94.144159,SUBTERRÁNEO
2509,814066,4927,-94.10223294444444,-94.10223294444444,SUBTERRÁNEO
2649,814280,4928,-96.7261113888889,-96.7261113888889,SUBTERRÁNEO
2650,814280,4929,-96.72611144444444,-96.72611144444444,SUBTERRÁNEO
2651,814280,4930,-96.73194461111112,-96.73194461111112,SUBTERRÁNEO
2652,814280,4931,-96.72694477777777,-96.72694477777777,SUBTERRÁNEO
2734,814422,4932,-94.06713155555555,-94.06713155555555,SUBTERRÁNEO
2760,814456,4933,-96.67752811111112,-96.67752811111112,SUBTERRÁNEO
2814,814545,4934,-96.77333349999999,-96.77333349999999,SUBTERRÁNEO
2815,814546,4935,-96.80869477777777,-96.80869477777777,SUBTERRÁNEO
2824,814557,4936,-96.67861161111112,-96.67861161111112,SUBTERRÁNEO
3008,814793,4937,-96.43611161111112,-96.43611161111112,SUBTERRÁNEO
3094,814903,4938,-96.77863938888889,-96.77863938888889,SUBTERRÁNEO
